blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
1,15,10,5,11,18972,231
0,38,6,10,8,16530,205
1,15,1,4,1,14911,238
1,15,11,4,7,20543,233
1,16,12,6,16,21437,229
1,39,2,3,2,15185,231
0,16,3,3,3,15275,217
1,17,9,2,12,18581,229
1,42,8,6,11,17072,205
0,18,5,6,10,15758,190
0,18,3,7,5,15144,224
1,81,4,4,4,15742,244
0,11,6,10,6,15161,187
0,15,5,8,3,16554,216
0,16,3,7,4,14384,199
1,41,10,7,8,17183,208
0,15,3,6,3,15165,218
1,17,6,10,5,16747,214
0,16,6,8,5,16625,226
0,16,5,8,5,15738,215
0,16,6,3,7,16326,232
0,17,5,8,2,15334,204
0,18,9,8,7,18490,215
0,14,5,8,5,15542,188
0,15,3,4,2,15409,240
0,18,6,15,9,16205,171
1,15,8,8,8,16836,228
1,19,1,2,1,14862,237
1,42,8,7,11,17971,209
1,35,4,4,8,15689,211
1,14,3,3,2,15751,252
0,50,11,10,11,17535,200
1,33,3,0,5,16419,276
1,58,2,3,4,13757,220
1,19,10,4,12,18491,237
1,16,4,4,7,15536,190
1,14,7,1,3,16817,237
1,12,6,7,5,16683,213
0,17,8,4,10,17161,206
0,14,2,5,1,14815,226
1,14,11,5,11,18180,190
0,20,6,3,6,16993,230
0,18,2,11,4,14023,187
1,10,5,7,2,16256,247
0,15,3,3,4,14462,197
1,15,4,5,5,15825,225
1,16,8,5,16,17616,235
1,42,1,4,1,14322,236
1,16,5,4,6,16033,211
1,48,3,7,7,14887,214
1,16,12,6,12,18688,199
1,35,4,7,6,15074,214
0,13,3,6,3,14647,185
1,31,5,4,3,15678,221
0,15,1,9,1,13627,206
1,65,9,2,12,18890,236
1,15,2,8,0,13636,190
1,13,14,2,16,19339,197
0,103,5,5,8,15473,219
0,16,3,5,4,14535,182
0,20,2,7,1,14752,239
1,12,3,5,4,14323,184
0,16,6,5,8,15890,178
1,17,12,7,11,18028,179
1,13,4,8,8,15352,193
1,15,8,4,12,17306,237
0,18,6,6,8,15380,193
0,16,4,5,7,15376,225
1,12,6,7,9,16815,235
1,23,4,6,5,15364,210
0,17,5,4,3,16199,205
1,17,12,7,7,17539,189
0,13,8,10,5,16781,180
1,38,11,8,10,17819,232
1,15,14,8,14,21927,250
0,14,6,7,3,16621,231
1,21,13,8,16,19865,225
1,41,8,8,7,17208,197
0,142,1,8,0,13631,220
1,13,10,5,10,18588,229
0,24,5,7,8,15173,186
1,42,6,6,5,17188,250
0,20,6,12,8,15511,171
0,16,5,13,8,15642,214
0,42,5,3,1,15620,187
1,14,5,6,8,15577,197
0,16,3,10,1,14689,195
0,17,1,5,1,14758,245
1,35,14,3,20,20028,229
1,29,13,2,18,22212,257
1,14,4,6,9,15858,215
0,17,5,5,1,16109,237
1,14,4,7,4,15381,222
0,14,2,4,5,14680,222
1,15,11,10,9,18504,226
0,16,7,4,2,15911,219
1,37,8,4,12,18340,250
1,17,8,4,11,17008,197
0,38,8,12,6,16760,217
1,15,4,4,3,16669,266
1,39,7,4,7,17771,217
0,14,9,1,5,17773,236
1,15,10,9,13,18217,190
1,38,5,7,6,15408,209
0,17,7,6,10,16360,218
0,13,1,8,1,13141,202
0,13,2,9,3,13860,195
0,15,8,10,6,15995,172
0,13,2,9,1,14442,202
1,16,13,3,16,20125,226
0,17,6,2,5,16542,227
1,12,1,4,1,13943,229
1,11,8,11,6,16836,215
1,11,9,7,14,17631,199
1,17,9,6,12,16765,181
1,16,8,4,9,18001,233
1,42,13,13,14,19580,201
0,13,4,10,2,14774,214
1,22,8,7,11,17525,202
1,24,10,8,7,19280,240
1,90,7,4,5,17929,233
1,15,5,5,6,15988,215
1,15,10,7,5,17214,200
1,39,6,2,6,15897,188
1,18,7,4,16,18539,253
1,21,10,4,14,18132,212
1,14,13,2,11,21382,246
1,20,8,2,7,17011,194
1,15,11,3,12,20206,221
1,18,9,6,6,17673,208
1,13,9,7,10,16983,183
0,12,4,7,4,15139,216
1,36,10,6,11,18132,232
0,19,4,4,6,15867,186
1,17,4,6,6,15931,222
1,23,8,9,9,17610,212
1,14,9,4,14,17495,208
0,35,5,6,6,16230,228
0,18,3,8,1,14496,230
0,20,6,5,7,16008,216
0,18,7,10,9,16923,224
1,34,9,4,9,19462,239
0,14,7,6,6,16482,229
1,14,5,9,5,15592,218
0,17,8,9,12,17268,194
0,18,5,9,4,15167,195
0,20,5,5,10,15847,203
0,19,7,4,8,16333,204
1,19,5,9,6,16032,220
1,14,5,6,3,15762,216
0,53,3,6,4,14749,200
1,18,4,4,9,15405,215
1,14,7,4,4,16775,221
0,13,2,3,1,14667,202
1,15,7,6,6,17409,241
1,16,5,6,5,15706,228
1,17,9,7,7,16466,188
1,16,12,5,12,20190,200
1,14,9,4,13,17408,204
0,17,4,8,5,15591,228
1,16,6,6,7,16410,211
0,18,9,6,9,17854,219
1,17,8,2,9,17243,233
1,66,9,3,17,16987,189
0,16,5,3,3,14818,204
1,17,11,3,11,18633,232
0,15,10,12,8,17566,202
0,14,4,7,4,14956,198
0,16,8,6,9,18206,224
0,16,6,8,11,15758,204
0,16,1,4,1,15632,268
0,14,7,9,8,16278,181
1,56,11,4,10,17131,215
1,12,8,10,9,16795,203
1,22,12,7,20,19070,210
1,13,5,5,5,15993,227
0,14,6,6,6,15715,188
1,17,11,3,9,18583,204
0,14,9,9,11,16848,200
1,37,8,4,11,17903,206
1,19,3,6,5,14724,195
0,16,8,11,9,16371,201
1,16,7,9,14,16571,192
1,18,4,9,6,15445,225
0,16,4,10,2,13980,181
1,16,11,13,6,17984,178
1,30,8,6,11,17588,238
0,16,6,5,8,16326,222
0,16,7,4,9,17610,233
0,24,8,8,9,17238,209
0,18,6,10,3,15602,206
0,16,7,9,8,15615,188
0,15,6,5,7,15138,191
1,14,8,5,8,18021,253
0,16,2,1,5,15063,227
1,18,7,5,8,17561,215
1,42,7,1,10,17696,257
1,16,5,4,5,16548,226
0,13,3,2,2,14610,206
1,55,17,6,26,20604,194
0,55,9,6,8,17698,206
0,14,4,4,3,15021,207
0,13,3,7,2,15226,210
0,31,3,4,4,17064,263
0,17,1,3,1,15221,266
0,29,10,4,9,17972,206
1,14,9,7,9,18151,227
1,18,13,2,16,19773,240
1,13,5,4,5,16262,235
0,19,7,7,8,17044,200
1,20,7,1,9,17562,213
0,18,3,6,4,14364,204
1,20,9,2,10,17855,211
1,20,6,9,6,15874,195
1,16,6,7,6,16881,228
0,14,11,5,8,18060,192
0,17,4,10,2,15106,201
1,32,4,1,3,16454,241
1,18,8,1,13,18078,247
0,18,4,5,4,15300,212
1,13,7,3,1,18919,252
1,17,2,4,4,15565,251
1,13,11,2,17,18553,204
1,18,3,3,2,16639,269
1,22,8,6,7,18273,211
1,12,6,8,5,16560,203
0,13,5,10,7,13742,123
0,17,9,5,12,17525,221
0,19,4,9,5,15123,210
0,15,4,7,4,14686,184
1,30,8,7,12,16957,215
1,11,4,2,3,16796,276
0,83,10,7,12,18592,212
0,40,8,4,10,16411,176
0,29,5,4,4,15730,223
1,22,4,5,2,16302,256
0,16,4,2,2,15447,217
1,17,6,3,7,17299,223
1,17,8,3,8,17500,229
0,12,4,7,5,15659,210
0,16,7,6,8,16286,223
0,24,3,2,6,15335,239
0,15,8,5,6,17744,237
1,15,9,6,10,17592,213
0,23,3,9,4,15732,201
0,24,5,11,6,16544,222
1,81,11,11,14,18913,215
1,18,6,5,5,16757,225
1,17,4,8,2,16152,212
0,88,2,2,2,14505,224
1,12,4,6,6,15575,236
0,51,6,5,12,18187,257
1,14,8,10,3,16674,223
0,12,8,8,8,16028,187
0,13,5,6,6,16157,221
0,15,6,9,5,15773,228
1,13,4,3,5,17262,248
0,20,3,10,3,14367,192
1,16,5,4,10,15387,174
1,44,3,4,1,15326,226
1,19,7,4,11,16867,219
1,38,3,3,0,14162,201
0,16,5,5,6,16253,212
0,14,1,9,2,14041,229
1,14,8,4,9,18051,247
1,53,4,3,5,16441,244
0,14,4,4,7,16157,239
0,13,10,6,9,19793,243
1,32,7,8,8,16284,197
0,105,5,11,4,15617,202
1,20,6,7,4,17261,206
0,16,8,9,9,17385,185
1,18,15,9,14,20134,183
1,16,3,2,4,14867,205
0,11,4,7,5,15312,203
1,15,2,3,2,14815,246
0,14,5,2,6,17511,253
0,18,8,14,10,17157,200
0,14,12,12,16,18714,199
1,13,8,10,5,17136,224
1,16,8,7,7,16966,228
1,18,7,6,7,16948,222
1,54,7,3,8,17552,233
1,17,10,5,13,17941,206
0,16,4,8,2,16334,218
0,17,1,10,2,13342,177
1,12,8,5,9,18014,238
0,15,2,7,2,15114,219
0,13,6,8,8,18234,205
0,17,4,6,3,16061,228
0,13,6,2,4,15828,218
0,15,3,5,3,15767,233
0,40,7,8,5,16460,202
0,14,4,8,3,16138,217
0,18,7,8,6,16482,229
0,14,5,5,8,15656,230
0,16,8,2,7,17281,219
1,41,7,3,6,18195,252
0,14,1,3,2,14054,205
0,66,8,8,13,17191,188
1,13,12,3,12,19226,228
1,14,12,4,13,18705,210
1,17,6,4,7,16057,231
0,19,5,6,3,15722,224
0,12,5,8,7,15513,203
0,14,5,9,3,14964,196
1,20,8,4,6,16678,196
0,15,12,8,18,18238,189
0,19,6,10,9,16758,243
1,17,5,5,4,16545,235
0,20,4,10,2,14843,176
1,15,6,1,3,17459,226
0,19,7,6,10,15878,187
0,43,2,3,2,14462,213
0,17,3,10,3,14788,194
1,17,8,8,5,17871,243
0,19,10,6,16,18080,219
0,16,2,10,1,13268,170
1,11,8,3,13,18291,235
1,38,7,1,13,16795,238
0,18,3,11,1,13602,170
1,12,9,10,8,19162,196
1,15,8,2,12,17253,218
1,23,13,7,14,19713,217
0,41,5,5,8,15675,218
1,18,4,6,4,15691,237
0,16,4,6,3,15008,214
1,21,7,2,10,16867,232
1,16,8,6,7,17104,223
0,20,8,6,13,17731,232
0,13,1,3,0,13751,199
0,15,4,4,6,15544,217
0,25,8,4,8,18057,231
0,20,5,5,8,16321,227
1,19,8,6,7,17394,199
1,30,7,3,7,17622,230
1,18,10,2,8,20127,251
1,15,4,2,5,15800,209
1,14,5,5,3,15723,242
1,47,7,5,11,16544,196
0,19,8,7,14,17758,233
0,17,6,9,8,15890,199
0,14,2,9,2,14646,219
0,19,9,10,6,16898,211
0,28,9,10,12,17524,203
1,16,7,5,11,16541,231
0,20,5,8,7,14566,164
1,14,3,5,2,15929,250
0,19,6,6,6,15866,207
0,18,5,6,6,16126,217
1,11,4,4,0,15620,239
1,58,9,7,12,17524,185
1,20,11,8,9,18746,225
0,17,9,6,7,17187,213
1,18,4,3,4,15181,216
1,15,11,6,16,19563,220
1,38,10,10,12,19197,222
0,17,5,8,5,14803,177
0,18,2,7,1,13508,160
0,14,10,4,13,18978,262
1,16,6,2,9,16627,247
1,11,4,7,3,15562,225
0,15,4,7,5,14717,205
0,38,4,7,3,16213,208
0,20,8,8,11,16922,191
0,17,7,5,9,17094,220
1,18,9,8,5,17232,212
1,16,12,6,10,19529,242
0,17,7,8,2,15684,203
1,16,5,1,5,16352,250
0,9,6,5,6,16782,238
1,15,9,4,9,17514,236
0,15,7,7,7,17332,226
1,80,10,6,12,18951,204
1,15,7,0,6,18039,236
0,16,2,7,3,14487,229
1,52,8,5,13,18398,234
1,37,1,5,1,15007,251
0,16,5,1,0,16117,221
0,17,6,5,8,17457,251
0,33,4,4,5,15716,235
1,16,6,8,8,15980,207
0,18,1,5,1,15364,233
1,17,11,2,13,19082,244
1,38,5,7,6,15671,205
0,37,2,9,0,14321,208
0,13,5,5,7,15903,206
1,12,15,4,17,20828,250
1,17,9,9,7,17442,219
1,14,13,6,19,20617,240
1,18,0,3,0,13691,229
0,16,3,4,2,14909,208
0,15,5,8,5,16372,230
0,34,8,10,15,17134,171
1,19,4,2,7,15648,216
1,13,6,10,6,16279,226
1,21,7,7,9,17251,225
1,16,6,7,6,17330,226
1,15,11,3,13,17655,208
1,16,8,5,10,17258,216
0,20,3,5,0,13729,180
1,11,10,6,8,18555,246
1,14,9,6,5,17025,214
1,17,6,6,9,17528,216
1,39,6,3,5,15829,205
0,22,4,7,6,16135,234
1,15,5,5,5,15781,221
0,17,7,6,8,16533,198
1,15,10,4,9,18270,238
1,13,11,1,10,19673,209
1,11,8,3,8,17628,231
1,17,7,10,7,16375,177
0,105,3,8,2,14533,198
0,19,6,7,8,16067,190
1,29,3,6,2,14740,201
0,83,5,5,7,16560,225
0,15,7,8,8,16979,228
0,16,3,16,5,14081,207
0,20,3,11,7,13511,164
0,45,8,9,11,17951,226
1,21,3,4,1,14202,212
0,22,12,9,10,18291,208
0,16,4,9,5,15599,219
1,16,11,4,7,18265,237
1,25,11,5,10,18888,204
0,15,7,9,7,16422,206
1,15,9,7,11,18090,216
1,15,6,3,3,17602,251
1,18,3,7,4,13991,203
1,16,11,2,7,17389,221
1,12,4,7,3,15586,229
0,36,2,7,2,15279,236
1,18,9,6,7,17016,210
1,17,4,7,5,16171,240
1,17,9,1,12,19127,253
0,18,11,5,10,17962,191
0,12,3,8,4,14580,203
0,81,3,2,3,15716,251
0,16,2,6,1,13962,215
1,14,9,3,11,18519,260
1,21,10,3,12,18557,235
1,17,6,5,6,16793,233
0,16,10,5,8,19169,235
1,13,12,7,15,19933,219
0,17,4,5,5,16391,233
1,55,7,2,12,17340,229
1,31,12,11,16,19861,220
0,10,4,9,3,16273,246
0,17,5,7,6,15595,206
0,17,8,7,10,17429,209
0,18,5,5,7,16524,245
0,16,4,9,5,15293,226
0,16,3,5,3,13988,174
1,17,4,5,2,15557,234
0,14,3,6,4,15227,231
0,14,8,3,8,16378,178
0,17,7,8,6,16007,204
1,19,8,7,11,17937,227
0,18,0,8,0,13537,208
0,16,9,7,5,17907,231
0,13,6,5,7,16053,216
1,43,5,8,4,16616,240
1,16,8,8,12,16367,202
1,14,9,4,11,17494,205
1,82,9,5,10,17704,200
1,14,10,9,8,17817,188
1,16,12,13,15,17940,162
0,15,6,6,8,16988,223
1,17,9,7,8,17661,233
1,15,4,3,4,15755,225
0,12,6,15,6,15392,175
0,19,2,8,3,13925,198
1,15,5,3,2,16421,241
1,15,2,3,2,14535,234
1,16,7,2,6,17082,221
0,11,4,5,4,15711,208
1,14,4,4,3,16087,224
0,18,0,7,0,13358,199
1,18,11,4,9,18438,212
0,16,2,5,2,14485,220
1,18,5,1,3,16222,241
0,15,2,7,1,14624,225
1,13,11,8,18,17568,206
0,17,2,4,2,15198,235
1,16,4,3,4,16313,240
0,123,5,7,6,16560,235
0,29,5,6,6,15693,210
1,18,8,10,7,16403,218
0,15,0,4,0,13720,230
0,16,7,4,10,16599,201
0,18,5,5,5,15364,198
0,15,6,10,7,14978,147
0,105,6,6,4,16970,236
0,22,6,12,7,16851,201
0,16,4,5,3,14893,203
1,18,18,6,16,21893,243
1,17,5,3,8,15574,230
1,12,6,8,7,18155,231
1,18,8,5,8,16469,192
0,15,1,5,2,13983,214
1,14,14,3,19,22472,251
1,13,6,2,3,16807,222
1,12,5,9,4,14996,188
1,24,7,5,8,17477,186
0,12,7,8,5,15810,193
0,20,3,8,5,13980,193
1,17,5,5,7,15726,203
0,16,5,5,3,15153,191
0,14,2,5,2,14695,228
0,15,7,7,8,16106,207
1,14,6,4,6,16493,231
1,14,9,5,13,17099,225
0,20,4,9,3,15211,225
0,16,6,4,7,16643,215
0,18,7,7,4,16581,198
1,20,10,7,16,17953,190
0,13,6,8,4,16112,197
1,14,5,7,4,15637,201
0,15,5,7,4,15977,206
0,13,2,9,2,13932,197
1,42,6,6,10,16206,221
0,16,5,9,7,16163,190
1,18,5,4,3,15296,187
1,60,5,8,9,15966,209
0,9,4,2,0,15555,214
1,17,4,1,5,16041,233
0,23,5,9,7,15239,194
1,8,9,8,11,17049,180
1,70,9,5,9,17492,219
0,89,2,8,2,14370,228
0,22,7,8,9,17543,246
0,36,2,9,4,13570,195
0,15,5,6,5,15948,222
1,14,3,6,6,14339,197
1,18,16,10,12,20084,175
1,16,4,5,5,15375,200
1,17,3,5,5,14313,194
1,15,9,1,8,17786,233
1,18,4,8,4,16657,210
1,12,6,4,5,15994,235
0,16,5,7,5,14352,153
1,14,5,8,6,15589,203
0,21,8,8,10,17544,213
0,94,6,9,9,16447,208
1,25,4,6,4,15883,235
0,19,6,10,12,15693,177
0,11,3,13,1,13737,174
0,12,7,3,5,17019,236
0,11,3,5,3,15029,230
0,14,6,7,6,16643,232
1,19,4,9,4,15198,226
1,69,10,5,19,18625,231
0,15,6,7,2,15030,204
1,18,8,3,4,18347,251
1,17,9,4,4,18458,270
0,17,7,8,8,16228,191
0,11,9,7,5,16880,195
1,38,0,4,0,14144,228
0,18,6,5,3,16056,198
1,43,7,10,5,17444,197
1,15,2,4,3,14716,219
1,16,6,3,4,16443,261
1,17,3,4,1,14507,207
0,17,12,10,18,17974,182
0,16,3,9,4,15279,206
1,15,8,4,7,18837,246
0,11,3,9,3,14291,212
0,11,6,9,2,15290,195
1,34,10,6,9,17687,197
0,14,5,7,6,15742,228
0,13,1,3,1,13942,219
0,24,5,6,5,16452,220
0,35,5,4,3,16123,235
0,16,3,9,4,14725,200
0,38,10,11,10,17151,149
0,35,2,5,1,14616,242
1,16,5,4,5,15862,220
0,16,14,10,23,19139,180
1,14,6,6,9,18409,212
1,18,9,7,9,18236,207
0,36,6,3,9,16991,242
0,15,2,7,2,14270,215
0,13,11,8,9,17802,183
1,14,5,3,7,17340,215
0,15,10,4,15,18959,244
0,39,3,8,3,14809,232
1,183,8,11,8,16900,168
1,18,7,2,6,16647,214
1,17,6,3,2,17149,257
0,14,7,9,5,16855,221
1,34,10,10,7,17838,230
1,14,7,9,5,16730,180
0,19,8,14,7,16948,181
1,15,2,4,4,13946,211
1,16,6,0,7,16144,199
1,17,7,6,7,18248,231
1,15,9,4,12,18710,210
0,17,2,7,1,14733,224
0,30,5,7,4,15386,188
0,24,5,7,7,15812,227
0,13,3,5,3,15553,244
0,20,7,5,6,16549,205
1,12,6,5,10,16348,225
0,14,5,5,5,16115,237
1,13,4,6,4,17814,252
0,12,7,9,5,16884,220
0,46,6,12,8,16038,209
1,22,6,8,8,18198,220
0,14,3,10,1,15827,245
1,18,6,4,7,16421,224
1,15,9,7,13,18107,210
1,12,7,4,7,18821,259
0,31,7,7,6,16063,192
1,37,10,8,16,19376,241
0,16,11,8,14,18345,218
1,15,8,5,7,16239,200
1,11,10,4,8,17596,211
1,16,7,4,14,16655,214
1,13,7,7,5,17623,233
0,14,9,9,10,17326,188
1,17,6,3,6,16628,230
1,40,6,6,6,15863,221
1,18,8,7,7,18698,259
1,11,14,6,15,21087,215
0,18,3,7,3,15689,236
1,18,2,2,4,14795,208
1,58,16,6,20,21747,244
0,15,8,3,7,18103,247
1,30,15,7,15,20822,237
0,18,5,4,7,15881,239
1,16,6,5,6,17342,263
0,15,6,2,7,16583,244
1,18,11,5,11,18544,213
1,14,6,6,6,17023,255
0,13,6,7,2,16190,234
1,17,9,5,15,17965,210
1,16,5,5,10,16932,239
0,19,10,12,11,17793,199
0,18,9,8,9,18096,213
0,10,7,9,6,16317,205
1,14,4,8,3,15049,218
0,18,11,7,21,18997,237
0,17,7,5,10,17098,229
1,14,8,8,4,16459,190
1,14,10,4,9,18129,250
0,18,3,7,4,14459,202
1,14,5,10,6,16373,237
0,17,7,7,7,16645,231
1,16,2,7,4,14010,187
0,15,2,5,2,14780,249
0,14,7,8,10,16740,234
0,15,7,7,8,16812,226
0,16,7,4,9,16667,223
1,15,10,5,7,17954,201
1,14,11,3,14,19278,226
0,8,5,11,6,14784,173
0,12,3,8,1,14290,204
1,16,9,5,12,16759,183
1,16,5,2,3,16929,232
0,19,3,4,3,14839,205
1,22,8,6,6,16820,223
0,18,8,6,9,18010,224
0,21,6,3,11,16409,228
0,39,7,5,9,17456,261
0,12,7,5,7,17235,251
1,13,7,3,7,16934,228
0,15,5,6,4,15109,213
1,23,7,6,5,16898,226
1,17,12,11,12,19237,209
1,18,7,5,8,16525,191
0,38,3,5,2,14452,186
1,20,8,4,8,17463,229
0,76,10,9,13,18695,225
0,20,4,6,2,15360,220
1,17,9,5,13,17626,219
1,16,4,3,5,15429,238
1,13,3,3,3,15271,236
1,12,2,5,3,14961,210
1,16,14,3,14,23424,220
0,12,8,8,6,16983,198
0,12,7,2,8,17490,259
0,20,15,6,12,18863,195
1,20,12,6,9,18259,218
1,13,9,3,13,17939,220
0,34,4,5,5,14695,200
0,118,3,12,2,14299,207
1,38,8,3,9,17328,228
1,14,9,5,11,17299,213
1,18,10,4,14,18541,210
0,19,2,7,3,14854,250
0,16,11,6,15,17816,209
0,35,7,9,9,17482,233
1,15,11,9,9,19754,227
1,15,8,8,6,17928,217
1,22,6,5,6,16273,237
1,16,6,7,6,16473,204
1,18,5,12,4,16033,207
0,16,12,13,14,18002,178
1,14,13,7,12,19360,238
0,17,1,5,1,14777,231
0,17,8,10,9,16738,199
1,41,7,4,7,17070,223
0,17,7,10,7,16995,217
1,18,9,7,12,17896,215
1,110,2,3,5,15186,236
0,34,7,2,4,17294,246
1,14,5,2,7,16443,238
0,17,5,7,5,15420,210
1,24,3,3,4,14979,237
1,19,8,6,8,16984,205
1,16,7,5,6,16580,207
1,18,1,1,1,14529,241
1,18,5,8,5,16616,218
1,15,3,7,3,15199,235
0,14,6,9,9,16240,205
0,19,7,8,10,15719,172
1,15,8,10,15,17231,193
1,16,10,4,12,18945,234
1,16,8,5,9,16779,224
1,34,7,3,4,17993,253
0,14,8,9,5,15782,182
1,15,10,5,8,17910,211
0,21,7,7,4,17319,253
1,15,7,0,4,17788,256
1,13,7,6,14,16304,182
0,14,3,4,1,15438,213
1,12,12,7,9,18879,219
1,15,7,5,10,16987,235
1,19,6,5,2,15740,201
0,15,4,8,5,15375,220
0,14,7,13,8,16658,192
1,73,10,3,8,18130,216
0,16,1,2,1,13486,200
0,14,0,6,0,13421,221
0,16,5,11,7,14587,171
0,15,4,4,5,15741,224
0,19,8,5,9,18098,212
1,17,9,3,9,18695,245
0,14,4,8,6,15549,228
1,19,10,3,13,17951,226
0,22,12,3,11,18428,218
1,15,8,2,4,16466,205
1,12,7,1,8,17056,232
1,15,9,6,7,18017,210
1,19,17,10,21,22745,205
0,40,1,7,2,13998,207
0,13,9,7,7,18012,239
0,16,5,3,6,15840,211
1,15,6,4,12,17784,223
1,25,8,4,12,18167,222
1,20,10,1,15,18795,260
1,13,8,5,15,17999,214
1,19,7,5,5,17381,234
0,15,2,10,2,14194,195
0,27,5,4,6,15732,218
1,13,11,6,10,18335,238
1,17,9,8,12,17785,202
1,63,8,4,11,16911,217
1,15,16,6,16,21442,232
0,16,3,4,2,14652,235
1,45,5,8,6,16936,215
0,14,6,9,6,15821,208
1,17,7,4,8,17863,257
1,16,16,7,16,20300,192
0,13,5,6,3,15964,206
0,21,11,9,10,18172,191
0,14,6,13,5,15662,191
0,11,0,10,0,12863,177
1,21,11,9,13,19236,231
0,16,4,9,5,16500,249
1,19,2,5,2,15292,252
1,15,11,4,10,19677,217
0,14,5,10,4,15660,201
1,11,4,12,3,15639,227
1,20,5,5,6,16746,247
1,25,5,10,1,15042,189
0,16,1,3,2,13496,186
0,21,8,9,9,17421,217
0,23,5,11,6,15696,195
0,17,3,5,1,15577,220
1,13,8,9,10,17563,190
0,15,5,4,4,15387,196
0,16,2,7,2,14612,242
0,15,8,7,8,17898,232
1,19,9,9,11,18376,238
0,36,8,4,6,17235,214
0,12,2,6,1,13736,188
0,73,10,7,10,16818,183
1,20,14,8,15,19950,212
0,16,8,4,5,16840,209
0,18,3,12,6,13961,168
0,40,4,8,6,15404,203
1,16,5,4,4,15481,191
1,56,6,2,9,16751,239
1,15,9,6,10,18447,243
1,17,7,7,8,16983,227
0,13,2,6,2,14596,204
1,19,5,2,6,16622,235
1,9,6,8,7,16730,208
0,41,8,4,9,18073,239
1,17,9,4,9,18622,230
0,20,9,4,2,16730,198
1,14,7,10,8,15724,163
0,13,5,10,7,16161,213
0,16,4,4,3,16175,253
0,18,3,7,3,15355,204
1,15,10,4,13,18504,206
0,18,8,9,11,17147,194
1,11,1,2,1,16616,253
1,8,7,2,6,15471,206
0,14,7,9,6,17075,230
0,90,2,10,2,14519,223
1,37,8,4,14,18664,233
0,18,5,6,4,14768,157
1,17,4,7,3,15859,250
0,21,12,8,10,19432,232
1,13,3,7,2,15412,211
0,36,4,6,3,15306,220
0,13,5,10,4,16377,228
1,17,8,6,8,16563,199
1,20,10,4,11,18879,222
0,17,5,12,6,14656,186
0,15,1,8,1,13129,184
1,19,5,2,10,16256,218
0,17,3,4,4,15179,237
1,17,6,3,5,17384,241
1,11,12,3,16,18280,209
0,14,9,7,8,18253,203
0,14,1,2,1,14722,254
1,17,8,7,9,18593,252
1,35,8,7,9,17345,236
0,14,9,2,11,18804,272
1,13,3,5,5,15597,249
1,19,7,5,10,16460,220
0,13,3,1,4,16156,233
1,43,7,3,8,16463,223
1,15,7,5,5,17541,232
0,19,5,10,6,15020,182
1,13,4,6,2,14687,216
0,19,4,6,6,15502,227
1,20,6,2,1,17413,257
0,17,3,4,5,16001,265
0,30,4,7,2,17040,228
0,44,4,7,5,15920,234
1,20,9,8,11,17408,207
0,15,5,7,5,16394,251
0,12,2,5,0,13408,192
1,15,8,9,7,17697,208
1,10,5,12,4,15708,219
1,14,11,11,12,18409,219
0,15,1,13,1,12622,185
1,16,9,3,9,17503,204
1,16,7,8,7,16936,236
0,13,3,5,3,14622,206
1,16,6,6,3,16266,213
0,19,3,4,9,15240,243
1,16,5,7,3,16911,247
0,15,1,9,1,14055,204
1,17,7,5,5,17227,218
0,15,4,8,3,15525,198
0,13,2,12,4,14199,167
1,18,5,4,6,16610,263
0,19,1,6,2,14307,211
1,17,9,3,7,16646,236
0,18,4,10,8,15316,215
1,5,4,8,5,14834,191
1,16,6,4,2,16027,231
0,16,3,5,2,15631,252
0,11,4,9,4,15114,193
1,15,6,3,5,16929,263
1,13,10,9,12,17828,184
0,145,2,6,1,14062,219
1,14,5,5,4,15885,213
0,17,1,7,2,13976,211
1,46,8,6,14,16898,213
1,18,5,7,3,16535,206
0,17,7,3,9,16847,223
0,38,4,8,4,15937,219
0,14,1,12,1,13453,215
0,13,4,9,8,17071,205
0,16,4,7,2,16224,212
1,13,16,7,26,19776,191
1,18,9,1,13,17461,235
0,54,8,7,9,16355,193
1,15,7,2,7,17325,238
1,15,5,8,9,16391,228
1,14,4,4,5,16938,213
0,14,4,15,5,15316,184
0,40,1,7,0,12300,171
0,76,4,11,5,15373,217
0,15,1,3,2,15196,262
1,19,7,6,7,17184,206
1,13,4,6,8,16135,213
0,17,2,5,1,14658,210
1,13,4,6,5,15420,235
1,15,9,6,8,18130,220
1,48,1,3,1,15119,249
1,33,9,1,10,17101,207
1,16,5,4,4,15832,225
1,13,3,7,4,15088,209
1,14,3,3,3,16213,247
1,16,8,2,10,17300,223
1,16,8,6,4,16818,213
0,21,9,13,13,17163,190
1,19,4,5,4,15522,214
0,14,8,10,10,16991,205
1,19,9,7,10,17556,220
1,14,9,6,12,17359,225
0,18,12,11,10,18849,216
1,14,4,6,6,15260,201
1,18,9,4,10,18307,244
0,15,7,11,9,15363,171
0,15,7,9,8,17543,236
1,15,10,9,14,18513,213
1,14,6,8,5,15913,197
1,38,7,5,4,16605,199
0,41,9,9,13,17641,199
1,13,9,5,8,18564,212
1,19,4,4,3,15588,225
1,18,4,5,3,14722,187
0,18,7,7,10,16531,202
0,16,3,3,3,15471,233
1,16,7,5,7,17271,246
1,18,8,2,8,17351,235
0,20,2,6,2,14869,238
0,19,6,9,5,16534,231
1,11,6,10,4,16226,221
1,16,6,3,6,16847,220
1,14,8,11,9,16583,198
