,blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
4599,1,48,7,9,7,16765,213
4600,0,14,4,7,4,15018,200
4601,1,33,9,3,9,18205,225
4602,1,13,5,3,6,15284,187
4603,0,21,3,6,4,15026,202
4604,0,12,5,3,5,15827,212
4605,1,37,6,4,8,16463,221
4606,1,18,9,8,7,16908,196
4607,0,20,6,3,5,18017,228
4608,1,14,4,3,2,15257,221
4609,0,22,0,5,0,13643,217
4610,1,27,3,8,1,14418,206
4611,0,12,5,8,5,15999,241
4612,1,23,3,4,4,15031,202
4613,0,25,6,1,8,16129,210
4614,0,13,5,4,8,16059,216
4615,1,17,8,6,13,17731,256
4616,0,12,4,12,3,15202,219
4617,1,12,4,4,1,15786,246
4618,1,21,5,3,11,16003,216
4619,0,80,2,9,1,13867,206
4620,1,18,5,4,4,15792,228
4621,0,18,2,5,2,14415,215
4622,1,13,6,3,6,16665,236
4623,1,17,5,5,2,15775,249
4624,0,16,4,7,5,16418,237
4625,0,19,12,8,8,19525,242
4626,0,12,4,13,3,14349,159
4627,0,12,6,8,9,16480,226
4628,1,13,8,7,4,17683,237
4629,0,14,8,13,8,16797,200
4630,0,16,5,6,3,14616,183
4631,1,19,11,1,11,18622,245
4632,0,16,4,11,3,14689,195
4633,0,13,10,12,13,17842,194
4634,1,41,2,3,1,14756,237
4635,1,14,12,5,23,18494,212
4636,0,18,2,7,4,13870,202
4637,0,17,3,3,2,14409,212
4638,0,15,5,11,5,15543,197
4639,0,84,6,14,5,15740,177
4640,1,63,5,7,4,15691,190
4641,1,19,3,8,4,15314,207
4642,1,41,14,3,15,20030,205
4643,1,18,6,2,5,18121,257
4644,1,17,10,5,12,18625,223
4645,1,19,10,1,7,18152,233
4646,1,18,7,3,10,17350,233
4647,1,13,6,2,7,16363,218
4648,1,18,8,5,5,16104,175
4649,1,25,6,5,9,15401,195
4650,1,9,8,1,9,19331,254
4651,0,16,11,6,9,17537,196
4652,0,20,11,6,14,18379,203
4653,0,18,2,7,2,14857,210
4654,1,13,8,6,6,17520,220
4655,0,16,4,9,4,14837,209
4656,0,16,5,5,8,16930,237
4657,0,99,7,10,11,16332,196
4658,0,19,5,6,2,15807,231
4659,1,16,11,10,10,18720,222
4660,0,19,1,2,1,14215,228
4661,1,17,13,5,9,19124,244
4662,0,18,3,4,1,14352,222
4663,1,26,5,3,7,16784,252
4664,1,15,5,7,6,16328,241
4665,0,13,5,8,3,15318,200
4666,1,15,3,5,5,14896,207
4667,1,15,5,3,6,15667,202
4668,1,15,13,9,13,21908,227
4669,0,72,6,5,5,16372,234
4670,1,17,7,2,9,15993,188
4671,0,15,5,5,7,14469,136
4672,1,21,5,1,6,16956,259
4673,0,13,7,7,4,16699,212
4674,0,25,3,8,1,14868,237
4675,0,16,9,11,15,18281,218
4676,0,18,3,5,4,15144,214
4677,0,21,4,10,4,14135,182
4678,0,12,3,9,2,13808,169
4679,0,18,4,9,4,15137,206
4680,1,21,7,4,7,17247,223
4681,0,15,5,4,6,16485,247
4682,0,21,7,12,11,16867,209
4683,0,37,3,9,2,14272,194
4684,0,73,3,9,4,14282,182
4685,1,19,4,3,5,16352,220
4686,0,13,10,3,12,17862,242
4687,0,20,7,4,12,16431,204
4688,1,18,5,1,5,17114,253
4689,1,18,9,10,11,19003,226
4690,0,11,6,9,10,15451,188
4691,0,16,9,3,13,17941,205
4692,1,14,12,3,10,19537,246
4693,1,20,7,3,6,16863,232
4694,0,31,3,8,3,15315,213
4695,1,27,5,6,10,15853,204
4696,0,16,2,6,0,14072,207
4697,0,43,9,12,8,17030,176
4698,0,38,6,8,5,15617,194
4699,1,17,3,1,4,15634,213
4700,1,14,5,7,2,15493,211
4701,0,19,5,3,5,15959,244
4702,0,14,4,10,2,15945,229
4703,1,39,8,9,8,17389,218
4704,1,17,11,4,14,17961,205
4705,0,14,4,3,2,15744,234
4706,0,14,7,3,10,16657,231
4707,0,36,3,2,3,15951,247
4708,1,17,7,8,8,15956,191
4709,0,17,4,9,4,16184,239
4710,1,22,9,7,7,17518,212
4711,1,16,6,6,10,16992,227
4712,0,19,3,4,2,14317,224
4713,1,38,3,5,2,14935,220
4714,0,15,2,3,2,14736,235
4715,1,15,10,2,12,18444,220
4716,1,13,6,4,6,17089,232
4717,1,14,15,7,16,20036,178
4718,1,16,8,1,11,18976,259
4719,1,18,3,5,4,15257,237
4720,0,18,5,4,4,16510,239
4721,1,13,8,2,10,17754,239
4722,1,56,6,6,7,16339,205
4723,1,14,7,9,7,17309,231
4724,1,15,6,5,3,15712,216
4725,0,15,7,4,10,16008,210
4726,1,16,1,2,2,13772,231
4727,0,20,3,8,3,14301,173
4728,0,26,7,9,9,16682,180
4729,1,17,3,7,3,14849,221
4730,0,15,9,6,8,17807,229
4731,1,15,11,3,11,18866,214
4732,0,18,9,6,6,17828,218
4733,1,16,7,5,7,16470,216
4734,0,100,8,7,4,16865,212
4735,0,14,5,8,4,15353,189
4736,0,12,2,6,1,14247,216
4737,1,43,12,7,13,18278,191
4738,0,13,6,7,8,16068,209
4739,1,19,4,2,3,15966,231
4740,1,39,10,10,12,17860,182
4741,0,18,9,6,14,17517,228
4742,0,40,5,6,4,15815,224
4743,0,15,7,6,4,16519,203
4744,1,17,7,5,11,16977,201
4745,0,14,3,12,2,14769,205
4746,0,18,7,9,5,17221,229
4747,1,34,10,10,12,18152,196
4748,1,15,9,6,10,17118,224
4749,1,44,8,4,9,16923,195
4750,0,16,8,8,8,17698,218
4751,0,17,2,9,2,13889,200
4752,0,16,2,9,1,15218,227
4753,0,31,4,3,3,15876,228
4754,0,17,2,8,1,14476,201
4755,1,45,10,3,5,18730,232
4756,0,17,4,4,4,14788,212
4757,1,14,7,8,10,17257,189
4758,0,15,4,5,1,16755,263
4759,0,14,6,5,5,17160,240
4760,1,16,9,7,11,17949,234
4761,0,33,4,12,2,15585,224
4762,1,15,9,4,12,18055,212
4763,0,16,7,5,7,17406,240
4764,0,16,9,12,16,18633,246
4765,1,40,8,6,8,17564,232
4766,0,18,9,7,8,17944,255
4767,0,15,5,7,6,15888,239
4768,0,39,8,10,9,16650,199
4769,0,14,10,9,15,17892,190
4770,1,12,3,5,3,15708,226
4771,1,14,13,6,14,19324,226
4772,0,33,7,10,10,16425,207
4773,0,11,5,5,3,16993,241
4774,0,16,2,6,3,14752,228
4775,0,82,2,10,1,14675,207
4776,1,21,6,3,10,16907,165
4777,0,12,2,11,3,14384,237
4778,0,19,3,8,3,16060,213
4779,0,17,3,4,3,15484,232
4780,0,17,4,10,10,15064,141
4781,1,18,8,5,8,18775,230
4782,1,16,5,2,5,17665,258
4783,1,19,7,3,10,17379,265
4784,0,14,4,8,2,16266,224
4785,0,12,6,7,8,16260,197
4786,0,11,2,7,3,14313,212
4787,1,13,2,2,3,15397,247
4788,1,13,7,4,9,16275,224
4789,0,33,8,9,9,18026,198
4790,0,15,1,8,0,13415,215
4791,0,13,7,7,7,16635,215
4792,0,15,1,3,2,14114,229
4793,0,19,5,6,2,15975,222
4794,0,15,4,11,5,14606,173
4795,1,16,10,5,13,19134,227
4796,0,14,3,3,3,15209,201
4797,1,16,6,7,9,16512,207
4798,0,16,4,9,6,15707,225
4799,1,15,10,3,9,17886,224
4800,1,16,4,4,3,15620,225
4801,0,11,5,15,5,16275,199
4802,1,36,9,9,10,17308,209
4803,0,64,2,3,1,13875,212
4804,1,16,12,7,19,20721,247
4805,1,15,8,4,9,16955,191
4806,0,35,6,9,8,16099,200
4807,1,89,13,4,13,19569,203
4808,1,18,15,7,17,20932,233
4809,1,21,17,7,17,20983,220
4810,0,37,4,6,6,15871,224
4811,1,12,10,7,11,17938,219
4812,1,16,8,0,7,20685,279
4813,1,16,11,6,8,18045,227
4814,1,89,7,4,7,16985,241
4815,1,11,3,6,2,14106,200
4816,0,122,3,3,3,15474,203
4817,1,16,6,4,6,16434,235
4818,0,14,4,8,3,14885,192
4819,1,20,11,2,9,19527,237
4820,0,12,6,7,6,16685,223
4821,0,17,14,11,16,19868,201
4822,0,13,9,7,10,16017,182
4823,0,109,0,5,0,13557,213
4824,1,18,6,2,8,17779,268
4825,1,13,14,2,19,19133,200
4826,0,11,3,3,3,14304,199
4827,1,33,1,3,0,14339,234
4828,1,17,9,9,12,17101,194
4829,1,19,3,5,4,14731,223
4830,1,14,8,10,10,17766,229
4831,0,14,7,5,7,16747,202
4832,0,15,7,12,5,16074,185
4833,1,89,7,5,7,17488,220
4834,0,16,0,6,0,12698,195
4835,1,15,10,3,10,17264,230
4836,0,22,2,11,5,14516,218
4837,0,17,8,2,11,17666,241
4838,1,14,6,4,8,16521,203
4839,0,15,5,9,5,15880,199
4840,1,16,9,3,12,17020,185
4841,1,22,7,2,9,18021,246
4842,0,13,5,7,8,16334,245
4843,1,45,2,6,1,13979,203
4844,0,13,3,3,3,15006,230
4845,1,29,2,5,5,15696,243
4846,0,18,7,9,7,15946,170
4847,0,10,3,10,3,15548,215
4848,1,15,4,1,5,15942,232
4849,1,14,4,2,1,15727,264
4850,0,16,7,5,10,16772,228
4851,0,16,7,1,6,17820,234
4852,0,20,5,8,6,16440,238
4853,1,20,10,6,15,19890,214
4854,1,38,5,4,4,15936,234
4855,0,39,6,8,8,16065,193
4856,1,16,3,2,3,16385,215
4857,0,14,3,7,4,15315,210
4858,1,39,3,5,3,15610,246
4859,1,17,3,8,3,14650,192
4860,0,13,4,4,4,16209,254
4861,0,16,7,6,6,16254,200
4862,0,17,5,11,7,15881,214
4863,1,16,8,11,11,17554,227
4864,0,15,2,7,2,14329,211
4865,1,27,5,4,4,15712,221
4866,0,88,4,11,9,16121,169
4867,0,15,1,2,1,14471,241
4868,1,15,5,4,5,14797,195
4869,0,15,5,3,9,15692,206
4870,1,14,8,7,7,18271,223
4871,0,15,1,4,0,14928,229
4872,1,13,6,8,13,15835,217
4873,1,16,10,4,10,19598,242
4874,1,12,7,2,9,16664,244
4875,1,19,6,10,6,15826,196
4876,0,13,6,4,7,16517,216
4877,0,12,5,4,5,16888,225
4878,1,13,13,3,19,21872,225
4879,1,18,8,3,7,17828,242
4880,1,20,6,7,11,16535,199
4881,1,17,4,5,4,16194,238
4882,0,20,5,6,2,15304,195
4883,0,22,2,0,4,14931,215
4884,0,51,5,7,7,15175,170
4885,1,16,4,11,4,15089,219
4886,1,19,11,5,12,19057,236
4887,1,16,7,2,10,17198,233
4888,0,16,2,7,4,14206,210
4889,0,16,6,7,9,15303,209
4890,1,16,7,8,6,15257,191
4891,1,13,8,5,9,17643,226
4892,1,17,1,1,2,14649,229
4893,0,16,5,9,3,15101,187
4894,1,13,8,2,8,18288,223
4895,1,15,6,1,9,17357,236
4896,1,14,4,3,3,16101,266
4897,0,17,6,11,5,16864,219
4898,0,13,5,9,3,14470,175
4899,1,15,6,2,8,18027,252
4900,1,18,9,7,12,18920,238
4901,0,10,3,6,5,15521,202
4902,1,38,6,8,10,15579,198
4903,1,16,10,8,8,18602,200
4904,0,15,6,10,9,15325,192
4905,0,13,4,13,3,15161,196
4906,0,18,8,3,10,17818,238
4907,0,13,3,13,2,14066,178
4908,0,13,5,12,3,16143,212
4909,0,17,4,11,3,15431,214
4910,0,20,8,7,5,16815,207
4911,1,15,7,3,5,17060,242
4912,0,18,4,10,3,15341,204
4913,0,11,7,4,9,17012,230
4914,1,16,6,7,4,17805,218
4915,0,20,6,12,2,16425,205
4916,0,20,12,10,12,17804,168
4917,0,41,2,5,1,14449,220
4918,1,14,10,6,15,17687,203
4919,0,14,9,4,8,18471,225
4920,1,12,5,8,5,16245,206
4921,1,20,6,9,2,15054,209
4922,1,12,9,8,10,17216,207
4923,1,16,4,12,2,14997,218
4924,1,13,2,6,1,14804,239
4925,0,17,4,3,3,15645,227
4926,0,16,3,9,3,15365,221
4927,0,16,8,10,11,17524,209
4928,1,14,10,1,9,18324,199
4929,1,32,7,6,9,17140,221
4930,1,19,9,7,9,17756,211
4931,0,26,14,8,12,19094,196
4932,0,36,5,5,5,15963,218
4933,1,15,14,5,10,21266,231
4934,1,13,10,8,10,17692,203
4935,0,18,4,7,4,14562,206
4936,0,12,5,13,5,15881,215
4937,0,15,9,8,9,17649,207
4938,0,20,1,5,1,14358,203
4939,0,20,8,6,10,17828,229
4940,1,11,9,4,10,17495,178
4941,0,14,3,4,2,15519,256
4942,0,25,3,3,3,15365,250
4943,0,18,6,8,9,15582,190
4944,0,16,4,3,5,15054,223
4945,0,11,3,7,5,15052,204
4946,0,16,4,9,4,15608,197
4947,1,15,7,9,7,16578,220
4948,1,15,4,12,3,16361,225
4949,1,19,4,10,3,14709,209
4950,0,17,5,4,4,17457,225
4951,0,12,3,11,3,14179,205
4952,1,16,7,5,8,16294,214
4953,0,13,2,6,2,15392,238
4954,0,59,5,9,4,15534,204
4955,1,18,7,6,6,17462,210
4956,0,38,9,10,6,17346,197
4957,1,36,3,0,3,16248,239
4958,1,22,5,6,4,15218,211
4959,1,23,13,6,13,20329,264
4960,0,14,9,6,13,17235,196
4961,0,40,6,7,4,17433,221
4962,0,21,3,3,5,15480,243
4963,1,15,8,7,6,17850,238
4964,1,36,7,5,7,16590,210
4965,1,19,10,6,12,17706,214
4966,1,15,10,5,11,18972,231
4967,0,38,6,10,8,16530,205
4968,1,15,1,4,1,14911,238
4969,1,15,11,4,7,20543,233
4970,1,16,12,6,16,21437,229
4971,1,39,2,3,2,15185,231
4972,0,16,3,3,3,15275,217
4973,1,17,9,2,12,18581,229
4974,1,42,8,6,11,17072,205
4975,0,18,5,6,10,15758,190
4976,0,18,3,7,5,15144,224
4977,1,81,4,4,4,15742,244
4978,0,11,6,10,6,15161,187
4979,0,15,5,8,3,16554,216
4980,0,16,3,7,4,14384,199
4981,1,41,10,7,8,17183,208
4982,0,15,3,6,3,15165,218
4983,1,17,6,10,5,16747,214
4984,0,16,6,8,5,16625,226
4985,0,16,5,8,5,15738,215
4986,0,16,6,3,7,16326,232
4987,0,17,5,8,2,15334,204
4988,0,18,9,8,7,18490,215
4989,0,14,5,8,5,15542,188
4990,0,15,3,4,2,15409,240
4991,0,18,6,15,9,16205,171
4992,1,15,8,8,8,16836,228
4993,1,19,1,2,1,14862,237
4994,1,42,8,7,11,17971,209
4995,1,35,4,4,8,15689,211
4996,1,14,3,3,2,15751,252
4997,0,50,11,10,11,17535,200
4998,1,33,3,0,5,16419,276
4999,1,58,2,3,4,13757,220
5000,1,19,10,4,12,18491,237
5001,1,16,4,4,7,15536,190
5002,1,14,7,1,3,16817,237
5003,1,12,6,7,5,16683,213
5004,0,17,8,4,10,17161,206
5005,0,14,2,5,1,14815,226
5006,1,14,11,5,11,18180,190
5007,0,20,6,3,6,16993,230
5008,0,18,2,11,4,14023,187
5009,1,10,5,7,2,16256,247
5010,0,15,3,3,4,14462,197
5011,1,15,4,5,5,15825,225
5012,1,16,8,5,16,17616,235
5013,1,42,1,4,1,14322,236
5014,1,16,5,4,6,16033,211
5015,1,48,3,7,7,14887,214
5016,1,16,12,6,12,18688,199
5017,1,35,4,7,6,15074,214
5018,0,13,3,6,3,14647,185
5019,1,31,5,4,3,15678,221
5020,0,15,1,9,1,13627,206
5021,1,65,9,2,12,18890,236
5022,1,15,2,8,0,13636,190
5023,1,13,14,2,16,19339,197
5024,0,103,5,5,8,15473,219
5025,0,16,3,5,4,14535,182
5026,0,20,2,7,1,14752,239
5027,1,12,3,5,4,14323,184
5028,0,16,6,5,8,15890,178
5029,1,17,12,7,11,18028,179
5030,1,13,4,8,8,15352,193
5031,1,15,8,4,12,17306,237
5032,0,18,6,6,8,15380,193
5033,0,16,4,5,7,15376,225
5034,1,12,6,7,9,16815,235
5035,1,23,4,6,5,15364,210
5036,0,17,5,4,3,16199,205
5037,1,17,12,7,7,17539,189
5038,0,13,8,10,5,16781,180
5039,1,38,11,8,10,17819,232
5040,1,15,14,8,14,21927,250
5041,0,14,6,7,3,16621,231
5042,1,21,13,8,16,19865,225
5043,1,41,8,8,7,17208,197
5044,0,142,1,8,0,13631,220
5045,1,13,10,5,10,18588,229
5046,0,24,5,7,8,15173,186
5047,1,42,6,6,5,17188,250
5048,0,20,6,12,8,15511,171
5049,0,16,5,13,8,15642,214
5050,0,42,5,3,1,15620,187
5051,1,14,5,6,8,15577,197
5052,0,16,3,10,1,14689,195
5053,0,17,1,5,1,14758,245
5054,1,35,14,3,20,20028,229
5055,1,29,13,2,18,22212,257
5056,1,14,4,6,9,15858,215
5057,0,17,5,5,1,16109,237
5058,1,14,4,7,4,15381,222
5059,0,14,2,4,5,14680,222
5060,1,15,11,10,9,18504,226
5061,0,16,7,4,2,15911,219
5062,1,37,8,4,12,18340,250
5063,1,17,8,4,11,17008,197
5064,0,38,8,12,6,16760,217
5065,1,15,4,4,3,16669,266
5066,1,39,7,4,7,17771,217
5067,0,14,9,1,5,17773,236
5068,1,15,10,9,13,18217,190
5069,1,38,5,7,6,15408,209
5070,0,17,7,6,10,16360,218
5071,0,13,1,8,1,13141,202
5072,0,13,2,9,3,13860,195
5073,0,15,8,10,6,15995,172
5074,0,13,2,9,1,14442,202
5075,1,16,13,3,16,20125,226
5076,0,17,6,2,5,16542,227
5077,1,12,1,4,1,13943,229
5078,1,11,8,11,6,16836,215
5079,1,11,9,7,14,17631,199
5080,1,17,9,6,12,16765,181
5081,1,16,8,4,9,18001,233
5082,1,42,13,13,14,19580,201
5083,0,13,4,10,2,14774,214
5084,1,22,8,7,11,17525,202
5085,1,24,10,8,7,19280,240
5086,1,90,7,4,5,17929,233
5087,1,15,5,5,6,15988,215
5088,1,15,10,7,5,17214,200
5089,1,39,6,2,6,15897,188
5090,1,18,7,4,16,18539,253
5091,1,21,10,4,14,18132,212
5092,1,14,13,2,11,21382,246
5093,1,20,8,2,7,17011,194
5094,1,15,11,3,12,20206,221
5095,1,18,9,6,6,17673,208
5096,1,13,9,7,10,16983,183
5097,0,12,4,7,4,15139,216
5098,1,36,10,6,11,18132,232
5099,0,19,4,4,6,15867,186
5100,1,17,4,6,6,15931,222
5101,1,23,8,9,9,17610,212
5102,1,14,9,4,14,17495,208
5103,0,35,5,6,6,16230,228
5104,0,18,3,8,1,14496,230
5105,0,20,6,5,7,16008,216
5106,0,18,7,10,9,16923,224
5107,1,34,9,4,9,19462,239
5108,0,14,7,6,6,16482,229
5109,1,14,5,9,5,15592,218
5110,0,17,8,9,12,17268,194
5111,0,18,5,9,4,15167,195
5112,0,20,5,5,10,15847,203
5113,0,19,7,4,8,16333,204
5114,1,19,5,9,6,16032,220
5115,1,14,5,6,3,15762,216
5116,0,53,3,6,4,14749,200
5117,1,18,4,4,9,15405,215
5118,1,14,7,4,4,16775,221
5119,0,13,2,3,1,14667,202
5120,1,15,7,6,6,17409,241
5121,1,16,5,6,5,15706,228
5122,1,17,9,7,7,16466,188
5123,1,16,12,5,12,20190,200
5124,1,14,9,4,13,17408,204
5125,0,17,4,8,5,15591,228
5126,1,16,6,6,7,16410,211
5127,0,18,9,6,9,17854,219
5128,1,17,8,2,9,17243,233
5129,1,66,9,3,17,16987,189
5130,0,16,5,3,3,14818,204
5131,1,17,11,3,11,18633,232
5132,0,15,10,12,8,17566,202
5133,0,14,4,7,4,14956,198
5134,0,16,8,6,9,18206,224
5135,0,16,6,8,11,15758,204
5136,0,16,1,4,1,15632,268
5137,0,14,7,9,8,16278,181
5138,1,56,11,4,10,17131,215
5139,1,12,8,10,9,16795,203
5140,1,22,12,7,20,19070,210
5141,1,13,5,5,5,15993,227
5142,0,14,6,6,6,15715,188
5143,1,17,11,3,9,18583,204
5144,0,14,9,9,11,16848,200
5145,1,37,8,4,11,17903,206
5146,1,19,3,6,5,14724,195
5147,0,16,8,11,9,16371,201
5148,1,16,7,9,14,16571,192
5149,1,18,4,9,6,15445,225
5150,0,16,4,10,2,13980,181
5151,1,16,11,13,6,17984,178
5152,1,30,8,6,11,17588,238
5153,0,16,6,5,8,16326,222
5154,0,16,7,4,9,17610,233
5155,0,24,8,8,9,17238,209
5156,0,18,6,10,3,15602,206
5157,0,16,7,9,8,15615,188
5158,0,15,6,5,7,15138,191
5159,1,14,8,5,8,18021,253
5160,0,16,2,1,5,15063,227
5161,1,18,7,5,8,17561,215
5162,1,42,7,1,10,17696,257
5163,1,16,5,4,5,16548,226
5164,0,13,3,2,2,14610,206
5165,1,55,17,6,26,20604,194
5166,0,55,9,6,8,17698,206
5167,0,14,4,4,3,15021,207
5168,0,13,3,7,2,15226,210
5169,0,31,3,4,4,17064,263
5170,0,17,1,3,1,15221,266
5171,0,29,10,4,9,17972,206
5172,1,14,9,7,9,18151,227
5173,1,18,13,2,16,19773,240
5174,1,13,5,4,5,16262,235
5175,0,19,7,7,8,17044,200
5176,1,20,7,1,9,17562,213
5177,0,18,3,6,4,14364,204
5178,1,20,9,2,10,17855,211
5179,1,20,6,9,6,15874,195
5180,1,16,6,7,6,16881,228
5181,0,14,11,5,8,18060,192
5182,0,17,4,10,2,15106,201
5183,1,32,4,1,3,16454,241
5184,1,18,8,1,13,18078,247
5185,0,18,4,5,4,15300,212
5186,1,13,7,3,1,18919,252
5187,1,17,2,4,4,15565,251
5188,1,13,11,2,17,18553,204
5189,1,18,3,3,2,16639,269
5190,1,22,8,6,7,18273,211
5191,1,12,6,8,5,16560,203
5192,0,13,5,10,7,13742,123
5193,0,17,9,5,12,17525,221
5194,0,19,4,9,5,15123,210
5195,0,15,4,7,4,14686,184
5196,1,30,8,7,12,16957,215
5197,1,11,4,2,3,16796,276
5198,0,83,10,7,12,18592,212
5199,0,40,8,4,10,16411,176
5200,0,29,5,4,4,15730,223
5201,1,22,4,5,2,16302,256
5202,0,16,4,2,2,15447,217
5203,1,17,6,3,7,17299,223
5204,1,17,8,3,8,17500,229
5205,0,12,4,7,5,15659,210
5206,0,16,7,6,8,16286,223
5207,0,24,3,2,6,15335,239
5208,0,15,8,5,6,17744,237
5209,1,15,9,6,10,17592,213
5210,0,23,3,9,4,15732,201
5211,0,24,5,11,6,16544,222
5212,1,81,11,11,14,18913,215
5213,1,18,6,5,5,16757,225
5214,1,17,4,8,2,16152,212
5215,0,88,2,2,2,14505,224
5216,1,12,4,6,6,15575,236
5217,0,51,6,5,12,18187,257
5218,1,14,8,10,3,16674,223
5219,0,12,8,8,8,16028,187
5220,0,13,5,6,6,16157,221
5221,0,15,6,9,5,15773,228
5222,1,13,4,3,5,17262,248
5223,0,20,3,10,3,14367,192
5224,1,16,5,4,10,15387,174
5225,1,44,3,4,1,15326,226
5226,1,19,7,4,11,16867,219
5227,1,38,3,3,0,14162,201
5228,0,16,5,5,6,16253,212
5229,0,14,1,9,2,14041,229
5230,1,14,8,4,9,18051,247
5231,1,53,4,3,5,16441,244
5232,0,14,4,4,7,16157,239
5233,0,13,10,6,9,19793,243
5234,1,32,7,8,8,16284,197
5235,0,105,5,11,4,15617,202
5236,1,20,6,7,4,17261,206
5237,0,16,8,9,9,17385,185
5238,1,18,15,9,14,20134,183
5239,1,16,3,2,4,14867,205
5240,0,11,4,7,5,15312,203
5241,1,15,2,3,2,14815,246
5242,0,14,5,2,6,17511,253
5243,0,18,8,14,10,17157,200
5244,0,14,12,12,16,18714,199
5245,1,13,8,10,5,17136,224
5246,1,16,8,7,7,16966,228
5247,1,18,7,6,7,16948,222
5248,1,54,7,3,8,17552,233
5249,1,17,10,5,13,17941,206
5250,0,16,4,8,2,16334,218
5251,0,17,1,10,2,13342,177
5252,1,12,8,5,9,18014,238
5253,0,15,2,7,2,15114,219
5254,0,13,6,8,8,18234,205
5255,0,17,4,6,3,16061,228
5256,0,13,6,2,4,15828,218
5257,0,15,3,5,3,15767,233
5258,0,40,7,8,5,16460,202
5259,0,14,4,8,3,16138,217
5260,0,18,7,8,6,16482,229
5261,0,14,5,5,8,15656,230
5262,0,16,8,2,7,17281,219
5263,1,41,7,3,6,18195,252
5264,0,14,1,3,2,14054,205
5265,0,66,8,8,13,17191,188
5266,1,13,12,3,12,19226,228
5267,1,14,12,4,13,18705,210
5268,1,17,6,4,7,16057,231
5269,0,19,5,6,3,15722,224
5270,0,12,5,8,7,15513,203
5271,0,14,5,9,3,14964,196
5272,1,20,8,4,6,16678,196
5273,0,15,12,8,18,18238,189
5274,0,19,6,10,9,16758,243
5275,1,17,5,5,4,16545,235
5276,0,20,4,10,2,14843,176
5277,1,15,6,1,3,17459,226
5278,0,19,7,6,10,15878,187
5279,0,43,2,3,2,14462,213
5280,0,17,3,10,3,14788,194
5281,1,17,8,8,5,17871,243
5282,0,19,10,6,16,18080,219
5283,0,16,2,10,1,13268,170
5284,1,11,8,3,13,18291,235
5285,1,38,7,1,13,16795,238
5286,0,18,3,11,1,13602,170
5287,1,12,9,10,8,19162,196
5288,1,15,8,2,12,17253,218
5289,1,23,13,7,14,19713,217
5290,0,41,5,5,8,15675,218
5291,1,18,4,6,4,15691,237
5292,0,16,4,6,3,15008,214
5293,1,21,7,2,10,16867,232
5294,1,16,8,6,7,17104,223
5295,0,20,8,6,13,17731,232
5296,0,13,1,3,0,13751,199
5297,0,15,4,4,6,15544,217
5298,0,25,8,4,8,18057,231
5299,0,20,5,5,8,16321,227
5300,1,19,8,6,7,17394,199
5301,1,30,7,3,7,17622,230
5302,1,18,10,2,8,20127,251
5303,1,15,4,2,5,15800,209
5304,1,14,5,5,3,15723,242
5305,1,47,7,5,11,16544,196
5306,0,19,8,7,14,17758,233
5307,0,17,6,9,8,15890,199
5308,0,14,2,9,2,14646,219
5309,0,19,9,10,6,16898,211
5310,0,28,9,10,12,17524,203
5311,1,16,7,5,11,16541,231
5312,0,20,5,8,7,14566,164
5313,1,14,3,5,2,15929,250
5314,0,19,6,6,6,15866,207
5315,0,18,5,6,6,16126,217
5316,1,11,4,4,0,15620,239
5317,1,58,9,7,12,17524,185
5318,1,20,11,8,9,18746,225
5319,0,17,9,6,7,17187,213
5320,1,18,4,3,4,15181,216
5321,1,15,11,6,16,19563,220
5322,1,38,10,10,12,19197,222
5323,0,17,5,8,5,14803,177
5324,0,18,2,7,1,13508,160
5325,0,14,10,4,13,18978,262
5326,1,16,6,2,9,16627,247
5327,1,11,4,7,3,15562,225
5328,0,15,4,7,5,14717,205
5329,0,38,4,7,3,16213,208
5330,0,20,8,8,11,16922,191
5331,0,17,7,5,9,17094,220
5332,1,18,9,8,5,17232,212
5333,1,16,12,6,10,19529,242
5334,0,17,7,8,2,15684,203
5335,1,16,5,1,5,16352,250
5336,0,9,6,5,6,16782,238
5337,1,15,9,4,9,17514,236
5338,0,15,7,7,7,17332,226
5339,1,80,10,6,12,18951,204
5340,1,15,7,0,6,18039,236
5341,0,16,2,7,3,14487,229
5342,1,52,8,5,13,18398,234
5343,1,37,1,5,1,15007,251
5344,0,16,5,1,0,16117,221
5345,0,17,6,5,8,17457,251
5346,0,33,4,4,5,15716,235
5347,1,16,6,8,8,15980,207
5348,0,18,1,5,1,15364,233
5349,1,17,11,2,13,19082,244
5350,1,38,5,7,6,15671,205
5351,0,37,2,9,0,14321,208
5352,0,13,5,5,7,15903,206
5353,1,12,15,4,17,20828,250
5354,1,17,9,9,7,17442,219
5355,1,14,13,6,19,20617,240
5356,1,18,0,3,0,13691,229
5357,0,16,3,4,2,14909,208
5358,0,15,5,8,5,16372,230
5359,0,34,8,10,15,17134,171
5360,1,19,4,2,7,15648,216
5361,1,13,6,10,6,16279,226
5362,1,21,7,7,9,17251,225
5363,1,16,6,7,6,17330,226
5364,1,15,11,3,13,17655,208
5365,1,16,8,5,10,17258,216
5366,0,20,3,5,0,13729,180
5367,1,11,10,6,8,18555,246
5368,1,14,9,6,5,17025,214
5369,1,17,6,6,9,17528,216
5370,1,39,6,3,5,15829,205
5371,0,22,4,7,6,16135,234
5372,1,15,5,5,5,15781,221
